mensagem,stream,data,tipo_toxicidade
caralho,tck10,2026-04-12,OBS
crl,tck10,2026-04-12,OBS
pqp,tck10,2026-04-12,OBS
tratado igual lixo,tck10,2026-04-12,INS
bati caralho,tck10,2026-04-12,OBS
so pohada,tck10,2026-04-12,OBS
cago tudo,tck10,2026-04-12,OBS
vc é mt feio poppyn pqp,tck10,2026-04-12,OBS
virty mt ruim,tck10,2026-04-12,INS
"era eco guys, bora se matar",tck10,2026-04-12,AME
bronze 2 otario,tck10,2026-04-12,INS
pqp,tck10,2026-04-12,OBS
cara q cam de merda,tck10,2026-04-12,OBS
porra de barriga nojenta do caralho,tck10,2026-04-12,OBS
gordao mane,tck10,2026-04-12,INS
esse time da sharks era ruim demais pqp,tck10,2026-04-12,"INS, OBS"
falando qlq merda kkk,tck10,2026-04-12,OBS
caralho,tck10,2026-04-12,OBS
PQP,tck10,2026-04-12,OBS
caralho,tck10,2026-04-12,OBS
vai envy caralho,tck10,2026-04-12,OBS
ta porra,tck10,2026-04-12,OBS
caralho,tck10,2026-04-12,OBS
lukxo ta muito refem ai pqp,tck10,2026-04-12,OBS
pqp luk xo q mirona,tck10,2026-04-12,OBS
caralho taporra,tck10,2026-04-12,OBS
cago,tck10,2026-04-12,OBS
luk e darker carrega esse time pqp,tck10,2026-04-12,OBS
"por isso q o virtyy é ruim, contrataram qnd ele tinha 56 anos",tck10,2026-04-12,INS
caralho tao escrachando o egg,tck10,2026-04-12,OBS
caralho,tck10,2026-04-12,OBS
caralho,tck10,2026-04-12,OBS
PQP[,tck10,2026-04-12,OBS
caralho,tck10,2026-04-12,OBS
PQP,tck10,2026-04-12,OBS
PQP,tck10,2026-04-12,OBS
CARALHO,tck10,2026-04-12,OBS
ta porra luk,tck10,2026-04-12,OBS
caralho oque joga nao ta pouco,tck10,2026-04-12,OBS
PQP,tck10,,OBS
Só foi  tirar a bosta da awp,tck10,2026-04-12,OBS
Mas ai o resto do time é ruim,tck10,2026-04-12,INS
todo duelista é burro no clutch,tck10,2026-04-12,INS
NOS TEMOS bati Eca E TEMOS DARK caralho taporra,tck10,2026-04-12,OBS
pqp,tck10,2026-04-12,OBS
caralho,tck10,2026-04-12,OBS
PQP,tck10,2026-04-12,OBS
VSF,tck10,2026-04-12,OBS
caralho.,tck10,2026-04-12,OBS
CARALHO,tck10,2026-04-12,OBS
pqp,tck10,2026-04-12,OBS
ruimmm,tck10,2026-04-12,INS
Virty é ruim demais,tck10,2026-04-12,INS
pqp,tck10,2026-04-12,OBS
pqp,tck10,2026-04-12,OBS
Arrombado,tck10,2026-04-12,OBS
pqp,tck10,2026-04-12,OBS
q cara ruim,tck10,2026-04-12,INS
ele é mt ruim vsf,tck10,2026-04-12,"INS, OBS"
NOJENTO,tck10,2026-04-12,INS
Filho da puta,tck10,2026-04-12,OBS
virty é mt ruim pqp,tck10,2026-04-12,"INS, OBS"
PQP,tck10,2026-04-12,OBS
loud lixo,tck10,2026-04-12,INS
mano que cara ruim,tck10,2026-04-12,INS
Puta merda,tck10,2026-04-12,OBS
Que moleque ruim,tck10,2026-04-12,INS
brinca de ser ruim,tck10,2026-04-12,INS
pega suas coisas e vai embora do meu time pqp,tck10,2026-04-12,OBS
virty lixoooo,tck10,2026-04-12,INS
Pqp,tck10,2026-04-12,OBS
Desgraçado,tck10,2026-04-12,OBS
pqp ate RDO ganhava esse x1,tck10,2026-04-12,OBS
"se perder a culpa é dele, vsf",tck10,2026-04-12,OBS
virty mira bamba da porra,tck10,2026-04-12,OBS
PQP,tck10,2026-04-12,OBS
joga essa porra mas não cara,tck10,2026-04-12,OBS
lixo,tck10,2026-04-12,INS
pqp virty o cara com 10 de vida abrindo no shift em tu,tck10,2026-04-12,OBS
puta que pariu,tck10,2026-04-12,OBS
virty e mt ruim,tck10,2026-04-12,INS
essa prr é melhor que o dg aonde caralho,tck10,2026-04-12,OBS
errou a porra toda,tck10,2026-04-12,OBS
é muito ruim pqp kakakakakakakka,tck10,2026-04-12,"INS, OBS"
"pqp, que horrivel",tck10,2026-04-12,OBS
crl imagina os mlk vira essa porra,tck10,2026-04-12,OBS
Virty vsf,tck10,2026-04-12,OBS
WTF,tck10,2026-04-12,OBS
porra pq nao foi com o pancada,tck10,2026-04-12,OBS
que virty ruim do caralho,tck10,2026-04-12,"INS, OBS"
pqp kkkkkkkkkkkkkkkk,tck10,2026-04-12,OBS
virtyy lixooooooooooooooooooooooo,tck10,2026-04-12,INS
mlk inutil,tck10,2026-04-12,INS
pqp,tck10,2026-04-12,OBS
cagou,tck10,2026-04-12,OBS
cagou td,tck10,2026-04-12,OBS
calou a boca de todo mundo que falou bem pqp,tck10,2026-04-12,OBS
esqueci o caralho,tck10,2026-04-12,OBS
boa virty poha,tck10,2026-04-12,OBS
ate o jogo trava quando ele faz algo pqp,tck10,2026-04-12,OBS
é o virty poha,tck10,2026-04-12,OBS
Só foi tirar o qck que deu merda,tck10,2026-04-12,OBS
Melhor lurker do cenario pqp!,tck10,2026-04-12,OBS
pqp o luk ta em todo lugar,tck10,2026-04-12,OBS
esse lukxo dando luck pqp mlk insano,tck10,2026-04-12,OBS
ESSE FDP,tck10,2026-04-12,OBS
RUIM,tck10,2026-04-12,INS
luk xo ta sendo feito de refém nesse time pqp,tck10,2026-04-12,OBS
darky e luk xo carregou pqp,tck10,2026-04-12,OBS
"oq o lukxo tem de bom o virtyy tem de ruim, equilibrio bizarro",tck10,2026-04-12,INS
sa porra é luc xo,tck10,2026-04-12,OBS
bati mt ruim,tck10,2026-04-12,INS
AI AI 100k pontos caralho,tck10,2026-04-12,OBS
porra,tck10,2026-04-12,OBS
eg carai,tck10,2026-04-12,OBS
eg porra,tck10,2026-04-12,OBS
virty lixoooooo,tck10,2026-04-12,INS
burro]],tck10,2026-04-12,INS
É do time deles burros,tck10,2026-04-12,INS
muito burro filho kkkkkkkkkk,tck10,2026-04-12,INS
burro,tck10,2026-04-12,INS
"Muito burro, do próprio time mula",tck10,2026-04-12,INS
Kkkkkkkkk muito burro xarola pqp,tck10,2026-04-12,"INS, OBS"
manco dms,tck10,2026-04-12,INS
Vê porra,tck10,2026-04-12,OBS
@maraant burro burro,tck10,2026-04-12,INS
BURRO,tck10,2026-04-12,INS
BURRO,tck10,2026-04-12,INS
BURRO,tck10,2026-04-12,INS
burro pra k7,tck10,2026-04-12,INS
burro,tck10,2026-04-12,INS
cagou,tck10,2026-04-12,OBS
BURRO,tck10,2026-04-12,INS
mt burro,tck10,2026-04-12,INS
cagou kkkkkkkkkkkkkkkkkkkkk,tck10,2026-04-12,OBS
burro,tck10,2026-04-12,INS
? burro mds,tck10,2026-04-12,INS
burro,tck10,2026-04-12,INS
AAAA ALERTA anotado aoba Atrasado AYAYA Baba Bah Banana BANGER bejo Cansado dent derreteu DONUT EBLAN EDM fri GIGALEON Headbang hihi Hop ImNotCrying Lemon LIMPA LoveMods Maça mau meandyou MILHO MomentoSerio Morango Nono OFFLINECHAT osso Panela pau Pix ripita SAJ SeFuder sexonic shy Sisi smh taw Tomato UUUU skeletonRun 420 4K ABUBLE acorrentado adios ascend AURAEGO Bebum bleh Bota burro bye castor crunch denovonao esmolinha FOME FUDEU gay Handshakege HOLA ky mds Mimir Mods mua napaz pipoquinha,tck10,2026-04-12,INS
caralho bati é altão,tck10,2026-04-12,OBS
se achar um duel nessa loud n fica muito ruim n,tck10,2026-04-12,INS
"Bati ta bom pro complete, problema é a merda do virty",tck10,2026-04-12,OBS
lperdemo virty lixo,tck10,2026-04-12,INS
"mulher feia, música ruim e bebida quente",tck10,2026-04-12,INS
o merda do virty nao joga de neon?,tck10,2026-04-12,OBS
mais q porra e essa,tck10,,OBS
o time ruim da porra,tck10,2026-04-12,"INS, OBS"
PQP,tck10,2026-04-12,OBS
pqp irmao,tck10,2026-04-12,OBS
time lixo,tck10,2026-04-12,INS
"mano, os cara nao atira carai",tck10,2026-04-12,OBS
"guys, a gente é mt ruim KEKW",tck10,2026-04-12,INS
"todo ruim é bom no pistol, acontece q os cara tb é bom de arma",tck10,2026-04-12,INS
esse bati é mt ruim pqp,tck10,2026-04-12,"INS, OBS"
esse povo do chat se faz muito pqp,tck10,2026-04-12,OBS
tem porra nenhuma,tck10,2026-04-12,OBS
q porra de chaveiro e esse darker],tck10,2026-04-12,OBS
quem caralhos é bati cheguei agora,tck10,2026-04-12,OBS
burro dms pqp,tck10,2026-04-12,"INS, OBS"
Darker é bom mane,tck10,2026-04-12,INS
essa envy é mt podre pqp,tck10,2026-04-12,OBS
ta latindo porra,tck10,2026-04-12,OBS
@JaTraceiOTcku foda q 2 dessa lista n ta no grupo deles,tck10,2026-04-12,OBS
vandal rosa pega q só a porra,tck10,2026-04-12,OBS
@bpzin15 KK entt nn ganha porra nenhuma,tck10,2026-04-12,OBS
cago tudo,tck10,2026-04-12,OBS
pqp kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,tck10,2026-04-12,OBS
caralho ele real é mt ruim,tck10,2026-04-12,"INS, OBS"
"a galera ele n jogou ruim, qualquer um aí perderia do mesmo jeito",tck10,2026-04-12,INS
bah tche e muito ruim,tck10,2026-04-12,INS
ESSA SKIN do caua e mt linda pqp,tck10,2026-04-12,OBS
rossy n era assim não pqp,tck10,2026-04-12,OBS
mds esse rossy é um antipático pqp detesto a cara dele,tck10,2026-04-12,OBS
tilta ruim,tck10,2026-04-12,INS
tamo so indo no bomb errado pqp,tck10,2026-04-12,OBS
cagou tudo,tck10,2026-04-12,OBS
o caba cagou na smoke tbm,tck10,2026-04-12,OBS
Cagou td ali,tck10,2026-04-12,OBS
pqp,tck10,2026-04-12,OBS
pq nao mudou de bomb porra,tck10,2026-04-12,OBS
pqp,tck10,2026-04-12,OBS
POPPIN é mt feio em pqp,tck10,2026-04-12,OBS
crl demom,tck10,2026-04-12,OBS
cagou nunca mais ele faz isso,tck10,2026-04-12,OBS
cago tudo,tck10,2026-04-12,OBS
@deddasfellas tu deves ser burro,tck10,2026-04-12,INS
famoso mirudo e burro,frttt,2026-04-12,INS
n é o time chato q sempre tira jogo de br?,frttt,2026-04-12,INS
Porque a envy ta ruim ? A loud tbm ta ruim??,frttt,2026-04-12,INS
carai,frttt,2026-04-12,OBS
PQP,frttt,2026-04-12,OBS
crl kkkkkkkkkkkkkk,frttt,2026-04-12,OBS
"Fruta, sem brincadeira, o Bati só não tava preparado pra jogar, ele é um bom player e teve bons resultados no tier 2, acho que se esforçasse um cadinho n seria ruim assim não",frttt,2026-04-12,INS
PQP,frttt,2026-04-12,OBS
o ruim que ele so tem essa jett,frttt,2026-04-12,INS
esses caras sao mt burros,frttt,2026-04-12,INS
caralho luk kkkkkkkkkkkkkkkk,frttt,2026-04-12,OBS
falei porra,frttt,,OBS
PQP,frttt,2026-04-12,OBS
PQP,frttt,2026-04-12,OBS
"tudo que é ruim na dança, é bom no jogo",frttt,2026-04-12,INS
kauanzin morreu que nem um bot no comeco pqp,frttt,2026-04-12,OBS
"eggsterr muito ruim péssimo, sem yoru não é nd",frttt,2026-04-12,INS
@imdblackpower o aspas jogou uma ruim e ja estavam crusificando ele,frttt,2026-04-12,INS
lixos gg,frttt,2026-04-12,INS
kkkkkkkkkkkkkkkkkkkkkkkkkkkkk é de foder,frttt,2026-04-12,OBS
ai pqp,frttt,2026-04-12,OBS
mental foi pro caralho,frttt,2026-04-12,OBS
rossy e muito bom pqp,frttt,2026-04-12,OBS
PQP,frttt,2026-04-12,OBS
19 porra de assist o bati esta,frttt,2026-04-12,OBS
Só essas bangs do carai,frttt,2026-04-12,OBS
PQP,frttt,2026-04-12,OBS
FDP BOM,frttt,2026-04-12,OBS
o brabo porra,frttt,2026-04-12,OBS
caralhoooooooooooo fala do batiiiiiiiiiiiiiiiiiiiiiiiiiii,frttt,2026-04-12,OBS
É o CR7 pqp,frttt,2026-04-12,OBS
A loud ganhou o primeiro game dps de anos com o couch pqp,frttt,2026-04-12,OBS
ta pohaa,frttt,2026-04-12,OBS
pqp,frttt,2026-04-12,OBS
servidor da Alemanha é putaria,frttt,2026-04-12,OBS
"Blz CR7 , quem e a porra do Roberto ?",frttt,2026-04-12,OBS
"caralho q entradas, ta quase o vegeta",frttt,2026-04-12,OBS
porra de area de trabalho eh essa KKKKKKKKKKKKKKKKK,frttt,2026-04-12,OBS
olha o tamanho dos icones pqp kkkkk,frttt,2026-04-12,OBS
@dangelotm que foda,frttt,2026-04-12,OBS
se cagou,frttt,2026-04-12,OBS
Fedor de bosta aqui,frttt,2026-04-12,OBS
foi mijar e cagou,frttt,2026-04-12,OBS
se puder falar a cor e textura da merda pf\,frttt,2026-04-12,OBS
"eu sou dima 3 e sou ruim, mas n faço coisas desse tipo ai n kkk",frttt,2026-04-12,INS
ta porra,piuzinho,2026-04-12,OBS
Mano q desenho nojento...,piuzinho,2026-04-12,INS
É maneiro demais family guy,piuzinho,2026-04-12,INS
coe mane,piuzinho,2026-04-12,INS
Olha o desenho maneiro,piuzinho,2026-04-12,INS
Pprt tá maneiro,piuzinho,2026-04-12,INS
Caralho,piuzinho,2026-04-12,OBS
Carai,piuzinho,2026-04-12,OBS
Carai,piuzinho,2026-04-12,OBS
Tá ruim não!!!,piuzinho,2026-04-12,INS
ta ruim n,piuzinho,2026-04-12,INS
Jamais estará ruim vc e incrível mano,piuzinho,2026-04-12,INS
@Piuzinho uma coisa que tu tem que ter em mente é que o publico nao fica em live ruim se tu tem 5 k te assistindo é pq ta bom,piuzinho,2026-04-12,INS
Piu eu te assisto quase todo dia menos quando vc joga Mine por que vc é ruim pra caralho mais tenho preguiça de comentar mais vc é foda Yagoo,piuzinho,2026-04-12,"INS, OBS"
ta falando e muita merda,piuzinho,2026-04-12,OBS
Vc e foda piu,piuzinho,2026-04-12,OBS
Vc e foda piu,piuzinho,2026-04-12,OBS
Te amamos irmão vc e foda,piuzinho,2026-04-12,OBS
Você e muito foda cara,piuzinho,2026-04-12,OBS
Vc é foda cara,piuzinho,2026-04-12,OBS
Piuuu eu tento fazer. Live pra me alegra mas não consigo me agradar nem se sentir feliz até live de ff eu faço lá na bigo mas mano e foda mas vc me faz feliz pq traz nostalgia,piuzinho,2026-04-12,OBS
Vc é foda,piuzinho,2026-04-12,OBS
Ser retardado e normal,piuzinho,2026-04-12,INS
piuzin1Piufazendeiro piuzin1Piuza1 Tu é foda,piuzinho,2026-04-12,OBS
Você é foda demais irmão brabo slk,piuzinho,2026-04-12,OBS
escuta fdp,matteafrodisiaco,2026-04-12,OBS
"ta chato ja, quando ele sair eu volto pra assistir",matteafrodisiaco,2026-04-12,INS
o seu desgraçado do caralho para de ver essa merda de facebook,matteafrodisiaco,2026-04-12,OBS
]o seu desgraçado do caralho para de ver essa merda de facebook ninguem quer ver mais essa bosta foda se tua vida doidao,matteafrodisiaco,2026-04-12,OBS
ninguem quer ver teu facebook seu desgraçado do caralhoo,matteafrodisiaco,2026-04-12,OBS
Muito burro,matteafrodisiaco,2026-04-12,INS
fdp,matteafrodisiaco,2026-04-12,OBS
fdp,matteafrodisiaco,2026-04-12,OBS
Fontinele foi fazer conteudo de vender mate é só ficou olhando vc se foder LUL,matteafrodisiaco,2026-04-12,OBS
FDP,matteafrodisiaco,2026-04-12,OBS
caralhooo,matteafrodisiaco,2026-04-12,OBS
tu e um desgraçado mesmoo,matteafrodisiaco,2026-04-12,OBS
para de ver facebook fdp,matteafrodisiaco,2026-04-12,OBS
caralhooo afrodisiaco seu desgraçado verminoso ninguem que ver tuas foto,matteafrodisiaco,2026-04-12,OBS
viado,matteafrodisiaco,2026-04-12,DO
Caralho,matteafrodisiaco,2026-04-12,OBS
teu merda,matteafrodisiaco,2026-04-12,OBS
ryan corno manso,matteafrodisiaco,2026-04-12,INS
Jogou o 2c no lixo,matteafrodisiaco,2026-04-12,INS
caraaa ja deu essa merdada,matteafrodisiaco,2026-04-12,OBS
Viadao,matteafrodisiaco,2026-04-12,DO
ja deuu esse merdaa caralhooooooooooooo,matteafrodisiaco,2026-04-12,OBS
ninguem quer sabe do teu facebook seu desgraçadooo,matteafrodisiaco,2026-04-12,OBS
foda se desgraçado,matteafrodisiaco,2026-04-12,OBS
Putona do fontinelle,matteafrodisiaco,2026-04-12,OBS
que tu va pra puta que pariu mano,matteafrodisiaco,2026-04-12,OBS
wallace e um merda,matteafrodisiaco,2026-04-12,OBS
eu ja vi arrombado,matteafrodisiaco,2026-04-12,OBS
Mostra putona de negao,matteafrodisiaco,2026-04-12,OBS
igual tu viado,matteafrodisiaco,2026-04-12,DO
porra q isso….,matteafrodisiaco,2026-04-12,OBS
PQP,matteafrodisiaco,2026-04-12,OBS
foda viado. minha mãe também perdeu pra essa merda de cancer,matteafrodisiaco,2026-04-12,"DO, OBS"
cancer onde?,matteafrodisiaco,2026-04-12,DO
merda,matteafrodisiaco,2026-04-12,OBS
Caralho o sapateiro tá falando pra mais de metro vai tomar no cu,matteafrodisiaco,2026-04-12,OBS
caralho sapateiro,matteafrodisiaco,2026-04-12,OBS
solta a camisa sapateiro velho viado,matteafrodisiaco,2026-04-12,DO
"parabens, ficou uma merda",burgaofps,2026-04-12,OBS
Quase ruim,burgaofps,2026-04-12,INS
pra ficar ruim tem q melhorar mt,burgaofps,2026-04-12,INS
"Mano, esse jogo é maravilhoso, e to pegando vagabundo tbm, é bom d+ dar umas porradas neles kk",burgaofps,2026-04-12,OBS
migué da porra,seucreysonreborn,2026-04-12,OBS
cerca esses bichos aí fdp,seucreysonreborn,2026-04-12,OBS
700 pessoas na live e n tem um gato pingado p falar aqui nessa porra kkk,seucreysonreborn,2026-04-12,OBS
"seucrey esses dias tava pensando em jogar esse dota ai, tu tem canal desse jogo dando dica pra iniciante?",seucreysonreborn,2026-04-12,INS
Nada e de ninguém retardado,seucreysonreborn,2026-04-12,INS
Queria uma ajudinha na divulgação do nosso evento aqui no chato do GOAT dos eventos de CS.,gaules,2026-04-12,INS
KRL chamou de chato kkkkkkkkkk,gaules,2026-04-12,INS
pqp,baiano,2026-04-12,OBS
"@RNGResident nao mano, envy fez super play KK nao entendo, isso é só a LOS fazendo a SUPER merda",baiano,2026-04-12,OBS
caralho guerreira,baiano,2026-04-12,OBS
"@BLG_Viper03 então po, a poha do ryze ultar numa annie pqp vsf kkkkkkkkk",baiano,2026-04-12,OBS
IDL muda de narrativa como eu mudo de cueca pqp,baiano,2026-04-12,OBS
caralho drakehero da b irmao,baiano,2026-04-12,OBS
minerva bicha muda,baiano,2026-04-12,DO
deu ruim na kings tbm,baiano,2026-04-12,INS
@SinisTTro_jow ele so aparece para pain mas a pain ta ruim,baiano,2026-04-12,INS
qualquer merda e melhor que drakehero,baiano,2026-04-12,OBS
as comparaçoes do minerva e putaria po kk,baiano,2026-04-12,OBS
Sion é o safe pqp varus top,baiano,2026-04-12,OBS
wtf,baiano,2026-04-12,OBS
que porra de oi e esse,baiano,2026-04-12,OBS
Porra drake,baiano,2026-04-12,OBS
Porra ele n sabe o trabalho dele?,baiano,2026-04-12,OBS
foi ruim,baiano,2026-04-12,INS
Pq ele é ruim,baiano,2026-04-12,INS
pqp,baiano,2026-04-12,OBS
"sola bot, sola mid, sola top pqp",baiano,2026-04-12,OBS
essa skin é mt estranha do varus pqp,baiano,2026-04-12,OBS
Varus top é nojento,baiano,2026-04-12,INS
vsf,baiano,2026-04-12,OBS
krl bull toma tudo pqp,baiano,2026-04-12,OBS
"tá pegado, mas acho que deu ruim",baiano,2026-04-12,INS
Redbert morreu de curar pqp,baiano,2026-04-12,OBS
a nova lore do lol é uma merda generica,baiano,2026-04-12,OBS
"A porradaria acontece por conta das historias dos personagens, burro de mais",baiano,2026-04-12,"INS, OBS"
esse drak é ruim demais,baiano,2026-04-12,INS
Não dá deixa de ser burro,baiano,2026-04-12,INS
não da visão n porra,baiano,2026-04-12,OBS
chato burro,baiano,2026-04-12,INS
chat burro do caramba kkkkk,baiano,2026-04-12,INS
@Baiano o fato da loud n ter um bom early game n é ruim contra os times de fora?,baiano,2026-04-12,INS
@juuhsantos16 kkkkk é foda torcer pra esse time,baiano,2026-04-12,OBS
deprimente essa los pqp,baiano,2026-04-12,OBS
pqp kkkkkkkkkkkkkkkkkkkk,baiano,2026-04-12,OBS
@baiano conseguiram achar um ser pior que o ACCEZ pqp,baiano,2026-04-12,OBS
O coisa ruim voltou,cblol,2026-04-12,INS
nem fodendo kkkkkkkkk,cblol,2026-04-12,OBS
jhin é mto perdedor,cblol,2026-04-12,INS
camiseta feia pqp,cblol,2026-04-12,OBS
"Diferente da Loud, nesse ponto a Pain não tem problema. Ela é sempre consistente! Consistentemente ruim. Kappa",cblol,2026-04-12,INS
Pra ficar ruim a Pain tem que melhorar muito ainda Kappa,cblol,2026-04-12,INS
Silencie roubando a int do seu time eles tão ficando mais burro kk,brtt,2026-04-12,INS
"@lexzera_  cara pra quem e novato provavelmente o esquema de regen de vida e mana, controlar o burrinho, a movimentacao do boneco e bem diferente do lol",brtt,2026-04-12,INS
"krl nao entendi porra nenhuma, mas foi foda",brtt,2026-04-12,OBS
"De muito diferente mesmo tem mevcnica de denay, burrinho, lotus, teleport scroll, micrar copias e ilusões",brtt,2026-04-12,INS
foda do dota é que no começo tu vai apanhar pra caralho ate tu começar a entender o jogo mesmo,brtt,2026-04-12,OBS
"@matheusps15 Rayuur é um bom canal pra iniciantes, tem uns videos do astini tambem",brtt,2026-04-12,INS
"caralho da pra ver a timeline da build do cara, aprende ai riot",brtt,2026-04-12,OBS
pqp,brtt,2026-04-12,OBS
vale uma fortuna essa porra ai ne,brtt,2026-04-12,OBS
"@brtt quer um jogo dificil e foda? procura na steam ai devil daggers, muito bom, tem uma conquista só",brtt,2026-04-12,OBS
furion tá open porra,brtt,2026-04-12,OBS
"""Muito chato jogar de sup"" claro ne , jogando igual uma mula",brtt,2026-04-12,INS
"carai, desde quando tem esse rio ai do lado?",brtt,2026-04-12,OBS
ta porra,brtt,2026-04-12,OBS
@oradzinsky mid top e bot sim,brtt,2026-04-12,INS
ta porra,piuzinho,2026-04-12,OBS
Muito burro mkkkkk,piuzinho,2026-04-12,INS
"Ahhhh zecks cadê você meu herói, essa merda de sussuros não chega nuncaaa",piuzinho,2026-04-12,OBS
Kkkkkkkk quase voltou autista kkkk,piuzinho,2026-04-12,DO
É bem chato pra mandar sussuros,piuzinho,2026-04-12,INS
Que maneiro,piuzinho,2026-04-12,INS
Ta maneiro,piuzinho,2026-04-12,INS
Jogo e maneiro,piuzinho,2026-04-12,INS
automod bosta,piuzinho,2026-04-12,OBS
gg putaria,piuzinho,2026-04-12,OBS
E maneirinho,piuzinho,2026-04-12,INS
Police é maneiro,piuzinho,2026-04-12,INS
carai kkkkkkkk,piuzinho,2026-04-12,OBS
Tá porra,piuzinho,2026-04-12,OBS
el gato e mo ruim no lol kk,piuzinho,2026-04-12,INS
@smithdyas que sonho ruim,piuzinho,2026-04-12,INS
Skkssk os cara é ruim de coração,piuzinho,2026-04-12,INS
esse herói aí também é uma merda,piuzinho,2026-04-12,OBS
e muito ruim msm,piuzinho,2026-04-12,INS
Tá porra,piuzinho,2026-04-12,OBS
Cago,piuzinho,2026-04-12,OBS
ta porra,piuzinho,2026-04-12,OBS
pqp kkkkkkkkkkkkk,piuzinho,2026-04-12,OBS
Gg porra,piuzinho,2026-04-12,OBS
"eTerabyteLycan, vsf OMEGA",rakin,2026-04-12,OBS
vai doer p porra isso ai,rakin,2026-04-12,OBS
a caixa de agua qs transformou a Livia em coisa ruim,rakin,2026-04-12,INS
la vem a merda,rakin,2026-04-12,OBS
@xryukashix desgraçadinho KEKW,rakin,2026-04-12,OBS
óbvio que os véio acordou cedo pra porra,rakin,2026-04-12,OBS
olha q otario KKKKKKKKKKK,rakin,2026-04-12,INS
Alcoólatra essa poha?,rakin,2026-04-12,OBS
alcool 96 porra KKKKKK,rakin,2026-04-12,OBS
puta merda,rakin,2026-04-12,OBS
pulta merda robox kkkkkkkk,rakin,2026-04-12,OBS
"EITA PORRA, esse guri vai dar treta",rakin,2026-04-12,OBS
porra,rakin,2026-04-12,OBS
"o doutor é um careca fdp, o noia é careca bom",rakin,2026-04-12,OBS
porra de musica cara,rakin,2026-04-12,OBS
Sabia que era maconheiro pqp,rakin,2026-04-12,OBS
lembro de porra nenhuma,rakin,2026-04-12,OBS
caralho,coreano,2026-04-12,OBS
caralho caralho caralho caralho caralho caralho caralho,coreano,2026-04-12,OBS
"tira a bosta desse ad, aaaaaaaa",coreano,2026-04-12,OBS
caralho koala q olho bonito do caralho,coreano,2026-04-12,OBS
wtf,coreano,2026-04-12,OBS
ruim,coreano,2026-04-12,INS
brawk ruim,coreano,2026-04-12,INS
caralho,coreano,2026-04-12,OBS
carai furia ta jogando dmaisss,coreano,2026-04-12,OBS
q merda eim,coreano,2026-04-12,OBS
q porra de eemote é esse  xdd531531205982039582309582590382509285580950923509385092590820,coreano,2026-04-12,OBS
"@Karl_Marcxs assustei, apertei tab e foi essssa porra gigante XDDD",coreano,2026-04-12,OBS
caralho a casa caiu,coreano,2026-04-12,OBS
O chat pediu ban para piranha 115 vezes,coreano,2026-04-12,DO
